id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
25942178,176692849,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy apartment in Old Town,"Charming apartment in the district ""Cité"" in Geneva, for two people. Ideal for couples, friends, business or single travelers.",3,1.0,1.0,1.0,95.0
26699026,194994154,Private room in rental unit,Private room,2.5 baths,"Genève, Switzerland",Chambre à Genève. Attention:  5 nuits minimum.,"Double room for rent with separate and private bathroom and toilet in charming apartment in the city center of Geneva in the lively Rive district during the day and quiet at night, at the foot of the old town, 2 min. from the lake and 2 seconds walk from buses and trams.",1,2.5,1.0,1.0,90.0
27020385,10308379,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Beautiful flat in the heart of Geneva, Eaux Vives","Beautiful flat available  in the heart of the Eaux-vives. I am travelling a lot for work and therefore rent my flat on nocarz when I am not in Geneva. Large living room with balcony, nice bedroom with a confortable queen size bed. Nice kitchen with dining area and a bathroom with a bathtub/shower. 2 minutes walk to buses, groceries stores, cafes and to the lake. Clean and tidy.",1,1.0,1.0,1.0,163.0
27484333,21291502,Entire condo,Entire home/apt,1.5 baths,"Genève, Switzerland",Large Classic Appartment in Central Geneva,"Beautiful and confortable classic appartment in the heart of Geneva's city center.  Classy building, large rooms, high ceilings, functional and fully equiped.  Elegant and quiet neighbourhood, walking distance to Old Town, parks and main shopping streets. Well connected with public transportation.",6,1.5,3.0,4.0,210.0
27592713,204673097,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Your home away from home!,"Quiet and cosy room available in a bright and spacious apartment in the centre of Geneva. It's perfect for responsible guests on a budget who are traveling by themselves!<br /><br />Please bare in mind there is no lift in the building, you'll have to climb up to the 3rd floor!",1,1.0,1.0,1.0,83.0
27746928,209484195,Entire rental unit,Entire home/apt,1.5 baths,"Grand-Saconnex, Geneva, Switzerland","Joli studio dans villa ""Coccinelle""",Nice studio on the ground floor of a villa close to the airport and public transport.,2,1.5,1.0,2.0,60.0
27919851,3528377,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Spacious & Modern 1BR Apt - GVA Center,"Luxury apt in a residential building<br />Concierge 24/7<br />Completely Renovated<br />14 min from train station<br />In the upscale neighborhood of Champel<br />Near the city center, the old town, the business district, restaurants, nightlife and the lake",4,1.0,1.0,2.0,259.0
28167195,28160995,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Gorgeous studio by the lake,"This bright and charming studio flat is in one of the best locations in town. It is right by the lake and close to a range of great restaurants, bars and shops. <br /><br />The United Nations are a 10 minute walk away, and the train station a 7 minute walk.<br /><br />It is right by the wonderful Quai Wilson, one the most gorgeous lakeside promenades. <br /><br />Our cleaning team is trained in the latest hygiene protocols to ensure the space is sanitized prior to any guest arrival.",2,1.0,0.0,1.0,115.0
28173093,833313,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Charming flat in Vieille Ville Geneva,"Charming flat in Vieille Ville Geneva<br />Bright, charming apartment on the first floor of an original old building in the hearth of the old town (vieille ville) of Geneva. Large living area with fire place, double bedroom facing the living room, bathroom with bath, full kitchen, large entrance.",2,1.5,1.0,2.0,150.0
28534716,6271674,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Charming large apartment in central Geneva,"Charming apartment in central Geneva a few blocks from the beautiful Rhone river, less than 10min on bus/tram from train station, 20min on bus from airport.",4,1.5,3.0,4.0,135.0
29116006,176168,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland","Fabulous, central, 135sqm/1450 sqft apartment","Huge, modern, light-filled, open plan 135sq metre /1450sq feet apartment in central Geneva. <br /><br />Perfect for business traveler's.<br /><br />- 50m to public transport<br />- 70m to the lake<br />- 15m to Geneva's largest park<br /><br />There are 2 large bedrooms, 2 bathrooms, laundry, 2 workspaces:  desk in bedroom + dining table.<br /><br />Note: dates not available may denote when we are in the apartment. Contact us to enquire about renting the 2nd bedroom.",5,2.0,2.0,3.0,299.0
29230090,176830465,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",#2 Spacious & modern 4 and 1/2 loft-Geneva center,"NEED A GREAT PLACE TO STAY?<br /><br />Very spacious and modern 4 and 1/2 mezzanine flat in center Geneva - located in a super hip neighborhood<br /><br />Direct trams and buses from and to the airport, the train station, Cern, the UN.  <br />All bus/tram stops 3 min. or less from the apartment.<br /><br />2 private bedrooms-1 mezzanine/sleeping area-one shared space<br /><br />fresh linens and towels, coffee, and kitchen utensils provided.  <br /><br />check my other listing for my recommendations**** :<br /><br />https://www.nocarz.pl/rooms/23630646?s=51",6,1.5,3.0,4.0,310.0
29259762,44666245,Private room in loft,Private room,1 shared bath,"Genève, Switzerland",Grande chambre dans souplex-loft-inferieur,"Large bedroom, double bed, on the lower ground floor, with en-suite shower room, to share if  the 2nd bedroom (curtains) is occupied. It is possible to add a single bed and a baby cot. The kitchen and laundry room are not accessible for reservations longer than 7 days. It's not a hotel, you'll be staying with people who live there all year and are happy to leave their place for a few days to welcome guests. Please respect their belongings.",3,1.0,1.0,3.0,49.0
29318990,220876508,Entire rental unit,Entire home/apt,2.5 baths,"Vésenaz, Genève, Switzerland",Magnifique appartement lumineux de 150m2 à Vésenaz,"Large 140 m2 apartment with covered terrace located in Vesenaz near Manor shopping center, Colony Golf and 10 minutes from Geneve city center (water jet)<br />Large open plan living room with modern kitchen equipped with island, dishwasher...<br />3 beautiful bedrooms including a master suite with a magnificent Italian leather 180 bed, a dressing room and its private bathroom.<br />There is also a second bathroom with toilet and a laundry room and a visitor toilet.<br /> 1 underground parking space",6,2.5,3.0,3.0,290.0
29323288,44666245,Private room in rental unit,Private room,1 private bath,"Genève, Switzerland",Chambre romantique avec accès à la cuisine,"The bedroom is located in an apartment, on the garden floor, in a villa formed of three apartments, in the city center. The apartment is composed of 5 bedrooms. Rooms are rented on nocarz, as well as the entire or separate apartment into two apartments. My place is close to restaurants, family-friendly activities, nightlife, public transportation. Kitchen is available for tenants.",2,1.0,1.0,1.0,72.0
29325047,44666245,Private room in rental unit,Private room,1 private bath,"Genève, Switzerland",Chambre privée avec accès à la cuisine,"The room is located in an apartment with a garden, in a villa formed of three apartments, downtown. The apartment is composed of 3 bedrooms and an office. Two bedrooms are rented on nocarz, as well as the entire apartment. My place is close to restaurants, family-friendly activities, nightlife, public transportation. My place is suitable for couples, solo and business travelers, the kitchen is available for tenants.",2,1.0,1.0,1.0,72.0
29383677,44666245,Private room in loft,Private room,1 shared bath,"Genève, Switzerland","Lit-canapé, rez-inférieur accès à la cuisine","In a super-souplex in an industrial district in Geneva city center. We provide a sofa bed for two people, in the sleeping area of the loft (closed by curtains), with access to the shower room (shared), and common areas  (kitchen,  laundry room, etc.). It's not a hotel, you'll be staying with people who live there all year and are happy to leave their place for a few days to welcome guests. Please respect their belongings.",3,1.0,1.0,2.0,49.0
29474298,3528377,Room in boutique hotel,Private room,1 private bath,"Genève, Switzerland",Spacious & Cosy King Room - Geneva Heart '3,"Friendly & welcoming, boutique Hotel in Geneva's heart.<br />The room is equipped with cable TV, high-speed internet, A/C, radio, alarm clock and direct dial telephone.<br />Ideally located in the city centre, the hotel is close to the lake, the Old Town, the main business and shopping centres.<br />Quick access to all parts of the city with public transport, free for our guests throughout their stay.<br />The rooms were refurbished in October 2016.",2,1.0,1.0,1.0,150.0
29557130,108104225,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Chez Ruby (logement entier - entire apartment ),"Beautiful very cozy apartment located in the center of Geneva. Quiet, pretty and very clean, the room overlooks a private courtyard. Very friendly atmosphere of the neighborhood where all Geneva is accessible by public transport: tram,  bus.",2,1.0,1.0,1.0,141.0
29601817,73340909,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Entire apartment in the city center,My place is in the center of Geneva. It is close to the station (5 minutes walk) and 15 minutes walk to the lake (5 minutes by bus). You can get here directly from the airport (bus number 10). The wifi is very fast and and with a cable tv. My place is good for business travelers as well as tourists.,2,1.5,1.0,1.0,117.0
29749870,44666245,Entire loft,Entire home/apt,1 bath,"Genève, Switzerland","Loft 130m2 in courtyard floor of souplex, billiard","It is a loft, on the lower ground floor (only accessible by elevator), the large room has a billiards table, a kitchen/s-a-m, a sofa bed for 2 people (can be closed by thick noise curtains).Two of three single beds can be added.In the adjoining room with a large double bed (160), one to two single beds can be added, as well as a crib for baby. Everything is served by a shower room with double sink and toilet. This is not a hotel.",7,1.0,2.0,6.0,110.0
29790176,29786519,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",A charming private room centrally located,"Charming room located within a 2 minute walk to lake Geneva, 10mins to the city centre, 15 minute walk to Nations and WTO.  Apartment is positioned 2 minute walk to Place de la Navigation and provides easy access to trams.  Within close proximity to Cornavin station and is 20 minutes door to door to the airport and palexpo.  Culturally diverse area with a lively atmosphere and a wide variety of restaurants, bars and cafes all within walking distance.",1,1.0,1.0,1.0,94.0
